date,pollutant,value_column
2023-01-28 20:00:00,O3,57.13267585066656
2023-01-28 21:00:00,PM10,72.724559694242
2023-01-29 00:00:00,O3,15.992721241046812
2023-01-29 05:00:00,SO2,11.348114345294217
2023-01-29 10:00:00,NO2,36.61703687172064
2023-01-29 10:00:00,CO,1.6742649182508103
2023-01-29 13:00:00,O3,28.55996679098101
2023-01-30 05:00:00,PM2.5,64.22009840200084
2023-01-30 06:00:00,PM2.5,81.85642138097126
2023-01-30 23:00:00,O3,27.824088527085962
2023-01-31 06:00:00,O3,57.23978390271446
2023-01-31 12:00:00,SO2,18.85193716190514
2023-02-01 02:00:00,SO2,3.889347771363306
2023-02-01 16:00:00,NO2,16.690416299620537
2023-02-01 23:00:00,PM2.5,99.38856721757126
2023-02-02 18:00:00,PM10,37.7270612753242
2023-02-03 01:00:00,PM2.5,34.78838339375588
2023-02-03 05:00:00,O3,19.802604780295354
2023-02-03 21:00:00,NO2,34.98791591618018
2023-02-04 08:00:00,O3,61.01492341930398
2023-02-04 15:00:00,O3,55.00063994475468
2023-02-05 15:00:00,PM10,136.54359877526844
2023-02-05 18:00:00,O3,34.329908519975604
2023-02-06 07:00:00,CO,0.9890561506471021
2023-02-07 05:00:00,NO2,33.75029328551149
2023-02-07 06:00:00,NO2,20.466890152762033
2023-02-07 13:00:00,NO2,33.9734141648656
2023-02-07 22:00:00,PM2.5,37.674081047689555
2023-02-08 03:00:00,PM2.5,63.26900075290403
2023-02-08 07:00:00,PM10,63.51802636422959
2023-02-08 07:00:00,PM2.5,10.732980444576125
2023-02-09 15:00:00,CO,1.8885085672572124
2023-02-10 04:00:00,SO2,18.26486045810505
2023-02-10 13:00:00,SO2,2.329882066632459
2023-02-10 15:00:00,O3,65.4795226461465
2023-02-10 17:00:00,SO2,2.1649172353773967
2023-02-11 15:00:00,PM2.5,42.54591288426645
2023-02-11 19:00:00,PM10,22.15057967334345
2023-02-11 20:00:00,PM10,129.32561774951557
2023-02-12 08:00:00,O3,62.272637110305574
2023-02-12 15:00:00,PM10,27.52335411879077
2023-02-13 02:00:00,SO2,18.463039546831602
2023-02-13 08:00:00,O3,64.1842740765943
2023-02-13 11:00:00,SO2,3.580774811168362
2023-02-13 16:00:00,NO2,24.498301816683103
2023-02-14 04:00:00,PM2.5,64.72607463144385
2023-02-14 13:00:00,PM2.5,74.09451580970986
2023-02-14 16:00:00,PM2.5,89.68434614328727
2023-02-15 04:00:00,PM10,67.72593209603392
2023-02-15 04:00:00,SO2,28.863622075226704
2023-02-15 09:00:00,PM2.5,53.85671916056127
2023-02-15 12:00:00,PM10,96.86152261700073
2023-02-16 03:00:00,O3,40.19203014020607
2023-02-16 12:00:00,PM10,132.15815146029718
2023-02-17 02:00:00,PM10,142.94062412704812
2023-02-17 03:00:00,PM10,119.87782192979536
2023-02-17 05:00:00,NO2,22.24154305870009
2023-02-17 13:00:00,O3,10.763634789830856
2023-02-17 13:00:00,SO2,28.43904512070647
2023-02-17 20:00:00,SO2,26.036367952237335
2023-02-18 03:00:00,SO2,7.261925731865462
2023-02-18 08:00:00,SO2,5.706837738307891
2023-02-18 13:00:00,CO,1.4630116303223404
2023-02-19 13:00:00,CO,1.3441536275313992
2023-02-20 06:00:00,NO2,48.26241740456192
2023-02-21 15:00:00,NO2,36.83937935753353
2023-02-22 15:00:00,PM2.5,60.675231505455415
2023-02-22 17:00:00,NO2,15.05099370365889
2023-02-22 19:00:00,SO2,19.09617822276053
2023-02-24 10:00:00,SO2,14.87133941532636
2023-02-24 23:00:00,NO2,34.29379693170007
2023-02-25 15:00:00,SO2,12.81997537061735
2023-02-26 05:00:00,PM2.5,29.76446288917995
2023-02-26 17:00:00,SO2,3.092259188690682
2023-02-26 18:00:00,PM10,30.053915287333062
2023-02-26 18:00:00,PM10,59.36752232942947
2023-02-27 03:00:00,PM10,91.94605126933031
2023-02-27 11:00:00,PM2.5,60.05603135248607
2023-02-28 01:00:00,NO2,39.559737940253264
2023-02-28 02:00:00,NO2,47.436977039200706
2023-02-28 08:00:00,SO2,17.64096191170746
2023-02-28 08:00:00,PM2.5,34.911023128276824
2023-02-28 18:00:00,O3,22.597970776324917
2023-02-28 19:00:00,O3,63.54185798639038
2023-03-01 18:00:00,PM10,96.22215026319218
2023-03-01 21:00:00,PM2.5,27.594475829147708
2023-03-02 05:00:00,O3,13.512034137388856
2023-03-02 12:00:00,NO2,15.54407462546168
2023-03-02 16:00:00,O3,12.848357172030164
2023-03-04 09:00:00,NO2,30.656528801404782
2023-03-04 10:00:00,O3,22.931797598065142
2023-03-04 15:00:00,CO,1.5901339108534902
2023-03-04 18:00:00,PM2.5,10.849435658324392
2023-03-05 18:00:00,PM2.5,56.57846531037288
2023-03-05 18:00:00,NO2,46.5110408088456
2023-03-05 18:00:00,O3,35.682846001295616
2023-03-05 19:00:00,SO2,1.1045472363235485
2023-03-06 06:00:00,PM10,44.03117972946437
2023-03-06 08:00:00,PM10,126.95145208862726
2023-03-06 11:00:00,CO,1.0221241535321313
2023-03-06 13:00:00,O3,11.044441620354304
2023-03-06 20:00:00,PM2.5,77.51076573177943
2023-03-07 03:00:00,PM10,39.44031362672366
2023-03-07 08:00:00,CO,1.1840779575850904
2023-03-07 19:00:00,PM10,119.36852628605793
2023-03-07 21:00:00,CO,0.5569359166445964
2023-03-10 16:00:00,PM2.5,72.46837767643109
2023-03-11 08:00:00,NO2,24.030039953226122
2023-03-11 18:00:00,PM2.5,93.90086452576108
2023-03-11 23:00:00,O3,61.2974601607798
2023-03-12 11:00:00,PM2.5,33.61239126175939
2023-03-12 19:00:00,PM2.5,97.67961535523033
2023-03-12 22:00:00,PM10,34.92540349431797
2023-03-13 13:00:00,PM2.5,91.95214815268164
2023-03-14 13:00:00,PM10,132.20464063956862
2023-03-14 15:00:00,CO,0.6047494664764227
2023-03-14 17:00:00,O3,65.35263032707306
2023-03-15 05:00:00,O3,20.25342779149441
2023-03-15 08:00:00,PM10,27.348408206124887
2023-03-15 13:00:00,SO2,24.169824252620476
2023-03-15 22:00:00,SO2,2.1238071697069176
2023-03-16 03:00:00,NO2,5.597448067201366
2023-03-16 12:00:00,NO2,40.028554101975914
2023-03-16 15:00:00,PM2.5,35.28127496872331
2023-03-16 15:00:00,PM10,97.22847902942313
2023-03-17 15:00:00,O3,21.56768262440778
2023-03-17 16:00:00,NO2,9.569114203433232
2023-03-17 23:00:00,O3,52.38904827955764
2023-03-18 08:00:00,PM10,38.37278258943365
2023-03-19 04:00:00,CO,0.6714377202071495
2023-03-20 08:00:00,PM10,128.42075632630034
2023-03-20 16:00:00,PM2.5,16.958650346645246
2023-03-20 19:00:00,NO2,29.031771391472816
2023-03-21 22:00:00,NO2,34.659734999752644
2023-03-22 05:00:00,PM10,79.89058122862097
2023-03-22 08:00:00,CO,1.9813504702197724
2023-03-22 18:00:00,PM2.5,91.44754983300699
2023-03-22 19:00:00,NO2,19.261993973067078
2023-03-22 19:00:00,CO,0.35028036219118497
2023-03-23 08:00:00,PM2.5,17.74685352623094
2023-03-23 16:00:00,CO,1.539193223773959
2023-03-23 17:00:00,NO2,28.65381440704766
2023-03-25 17:00:00,PM10,106.64273096973174
2023-03-26 05:00:00,CO,0.4313063674029254
2023-03-26 12:00:00,PM2.5,35.60719064420374
2023-03-26 14:00:00,PM10,147.82490791815138
2023-03-26 15:00:00,SO2,24.950475725286932
2023-03-27 17:00:00,SO2,25.698038078005066
2023-03-28 05:00:00,PM2.5,60.71605605952186
2023-03-28 10:00:00,SO2,21.67798785622297
2023-03-28 19:00:00,SO2,27.201824880747672
2023-03-29 07:00:00,PM10,108.53330261414322
2023-03-29 09:00:00,CO,1.4527911313766286
2023-03-29 17:00:00,NO2,47.84480320391166
2023-03-30 03:00:00,PM10,106.40147524562862
2023-03-30 12:00:00,PM2.5,88.81282140888865
2023-03-30 19:00:00,O3,47.87162644059967
2023-03-30 21:00:00,PM10,144.21459128245476
2023-03-31 08:00:00,PM2.5,56.49942946707122
2023-03-31 10:00:00,PM10,65.81508261292538
2023-03-31 16:00:00,PM10,123.25700080141196
2023-03-31 19:00:00,O3,19.954992532819755
2023-03-31 21:00:00,PM10,121.89204426492898
2023-04-01 01:00:00,PM2.5,86.72338361084117
2023-04-01 04:00:00,SO2,17.067666573183782
2023-04-01 22:00:00,PM10,140.77647037942077
2023-04-01 23:00:00,NO2,35.43718994874013
2023-04-02 15:00:00,O3,63.24948668252287
2023-04-02 17:00:00,PM2.5,76.7193266496051
2023-04-02 22:00:00,NO2,10.922575385322315
2023-04-03 04:00:00,PM10,122.50478769247023
2023-04-03 17:00:00,PM2.5,92.4863910793407
2023-04-04 22:00:00,PM2.5,13.22637681134181
2023-04-04 23:00:00,PM2.5,14.790503297999782
2023-04-05 04:00:00,PM10,61.78636248293557
2023-04-05 12:00:00,PM10,21.521894505979695
2023-04-05 17:00:00,PM10,119.32109050668802
2023-04-06 02:00:00,PM10,55.5869357286864
2023-04-06 23:00:00,O3,10.526558913756059
2023-04-07 02:00:00,NO2,37.40178386570094
2023-04-07 07:00:00,NO2,47.73345569229343
2023-04-07 11:00:00,PM10,131.07150633924675
2023-04-07 18:00:00,CO,1.6555828883904034
2023-04-07 21:00:00,PM10,67.2346253849158
2023-04-08 03:00:00,PM10,40.92168824562674
2023-04-08 07:00:00,SO2,13.90505581123216
2023-04-08 17:00:00,NO2,26.157331707076846
2023-04-09 01:00:00,PM10,115.13808500519522
2023-04-09 03:00:00,O3,23.13892215288196
2023-04-09 08:00:00,NO2,43.38998919394097
2023-04-09 10:00:00,PM2.5,89.82969949525781
2023-04-09 11:00:00,PM2.5,26.661719228993398
2023-04-09 17:00:00,PM2.5,84.81462864230491
2023-04-09 19:00:00,PM10,90.46096412379747
2023-04-09 20:00:00,SO2,19.812640734341663
2023-04-10 19:00:00,SO2,29.004219325179044
2023-04-11 02:00:00,PM10,101.5256235280262
2023-04-11 06:00:00,NO2,25.9266298328671
2023-04-11 06:00:00,O3,51.74529657209598
2023-04-11 13:00:00,O3,45.39107879719981
2023-04-11 15:00:00,PM10,116.39909082900189
2023-04-12 02:00:00,CO,1.9180847428739558
2023-04-12 21:00:00,SO2,10.284982821328136
2023-04-13 02:00:00,O3,40.4422075664096
2023-04-13 05:00:00,O3,61.15262229904096
2023-04-13 09:00:00,O3,65.5053068508594
2023-04-13 15:00:00,SO2,29.476819675541687
2023-04-13 16:00:00,PM2.5,81.03035833957132
2023-04-14 05:00:00,PM2.5,10.599714454434991
2023-04-14 22:00:00,O3,30.26751770124781
2023-04-15 04:00:00,SO2,1.571206034307635
2023-04-15 07:00:00,PM2.5,58.937446180602684
2023-04-15 18:00:00,PM2.5,21.880434275071565
2023-04-15 19:00:00,PM2.5,50.84252182035856
2023-04-15 21:00:00,CO,0.15191670720289419
2023-04-16 04:00:00,PM10,107.98776490999487
2023-04-16 10:00:00,CO,1.7606710473241372
2023-04-16 11:00:00,PM10,127.42321514877966
2023-04-16 13:00:00,PM2.5,88.25608138617241
2023-04-16 14:00:00,O3,18.302548911524298
2023-04-17 02:00:00,PM2.5,20.161530179311292
2023-04-17 15:00:00,NO2,30.83439918292166
2023-04-18 08:00:00,PM2.5,16.7110639444796
2023-04-18 10:00:00,O3,45.32535417497875
2023-04-18 16:00:00,PM10,95.18439235060272
2023-04-19 05:00:00,CO,0.43057339992903265
2023-04-19 07:00:00,PM10,67.10609962113611
2023-04-19 19:00:00,SO2,9.071459195876457
2023-04-20 00:00:00,PM2.5,61.79290829837173
2023-04-20 07:00:00,PM10,131.85356809382313
2023-04-20 20:00:00,O3,12.659935462171465
2023-04-21 01:00:00,O3,43.455519132432144
2023-04-21 03:00:00,SO2,9.83158909785131
2023-04-21 09:00:00,O3,43.89989241714885
2023-04-22 00:00:00,O3,23.47684255639826
2023-04-22 04:00:00,PM2.5,89.12956450037485
2023-04-22 16:00:00,PM10,20.96919254399952
2023-04-22 23:00:00,SO2,2.342985568262724
2023-04-23 00:00:00,CO,1.5488948820207709
2023-04-23 01:00:00,CO,0.641382232297684
2023-04-25 00:00:00,PM2.5,54.319600987208254
2023-04-25 09:00:00,PM2.5,95.6441251094117
2023-04-25 16:00:00,PM2.5,95.27439443003682
2023-04-25 17:00:00,O3,14.833973564280567
2023-04-26 05:00:00,PM10,123.5807101092857
2023-04-26 12:00:00,NO2,44.181326347899315
2023-04-26 13:00:00,PM2.5,57.819727995751414
2023-04-26 16:00:00,NO2,32.51400270139245
2023-04-27 01:00:00,NO2,23.288189985815585
2023-04-27 15:00:00,O3,36.880291239679735
2023-04-27 21:00:00,SO2,16.35508708646573
2023-04-28 04:00:00,O3,20.395712904774413
2023-04-28 09:00:00,CO,0.8586526291091698
2023-04-29 08:00:00,O3,46.43246129443928
2023-04-29 17:00:00,PM2.5,21.097933591424784
2023-04-30 10:00:00,PM2.5,32.46630725862837
2023-04-30 17:00:00,PM10,119.45041645195666
2023-04-30 19:00:00,PM10,46.98005303748391
2023-04-30 22:00:00,SO2,2.16731745077569
2023-05-01 03:00:00,PM2.5,23.738330545572374
2023-05-01 11:00:00,PM2.5,88.54778021569774
2023-05-01 13:00:00,PM2.5,97.13344395336273
2023-05-01 21:00:00,NO2,41.88916911358261
2023-05-02 03:00:00,PM2.5,77.44113745171502
2023-05-02 04:00:00,PM10,41.38344943025976
2023-05-02 12:00:00,PM2.5,85.08113992038544
2023-05-02 12:00:00,NO2,34.697139406761096
2023-05-02 12:00:00,SO2,12.86445574132429
2023-05-02 22:00:00,PM2.5,64.58338583103719
2023-05-03 09:00:00,PM10,57.86155291126409
2023-05-03 18:00:00,PM10,127.72629156054978
2023-05-04 00:00:00,O3,11.891227625459212
2023-05-04 22:00:00,CO,1.5650512138497084
2023-05-05 00:00:00,O3,61.8634107979451
2023-05-05 06:00:00,PM10,82.12421843119645
2023-05-05 15:00:00,PM2.5,97.36266646436786
2023-05-05 22:00:00,PM10,25.970521928671012
2023-05-06 04:00:00,PM2.5,37.79308563858248
2023-05-06 05:00:00,NO2,28.270401105386348
2023-05-06 14:00:00,PM2.5,45.18056326573236
2023-05-07 06:00:00,CO,1.6928444465020271
2023-05-07 14:00:00,O3,27.035212299586433
2023-05-08 04:00:00,O3,47.4247471735172
2023-05-08 05:00:00,PM10,106.93635804690896
2023-05-08 09:00:00,PM10,113.42787686081178
2023-05-08 13:00:00,PM10,108.06183555967377
2023-05-09 00:00:00,PM10,63.7103599003474
2023-05-09 11:00:00,PM2.5,70.95265218090213
2023-05-09 13:00:00,PM10,99.07972679603643
2023-05-09 14:00:00,O3,15.957125425445266
2023-05-09 18:00:00,O3,33.3913047146343
2023-05-09 20:00:00,PM2.5,95.2225259918793
2023-05-09 22:00:00,O3,14.458768346468197
2023-05-10 00:00:00,NO2,9.978947393659666
2023-05-11 02:00:00,SO2,29.2052119134316
2023-05-11 04:00:00,NO2,30.862627967969438
2023-05-11 09:00:00,PM2.5,97.27637998484096
2023-05-11 17:00:00,PM10,35.096671793221645
2023-05-11 19:00:00,PM10,117.25497508499122
2023-05-12 00:00:00,O3,17.101364922805423
2023-05-12 03:00:00,O3,39.367211720492506
2023-05-12 08:00:00,NO2,12.622105035356665
2023-05-12 08:00:00,O3,14.706507994154716
2023-05-12 14:00:00,NO2,14.71858836314405
2023-05-12 18:00:00,SO2,23.874979330474495
2023-05-12 22:00:00,O3,14.04255747227162
2023-05-13 08:00:00,O3,20.392090876529842
2023-05-13 21:00:00,O3,15.06754537523189
2023-05-14 15:00:00,SO2,26.235260878277128
2023-05-14 19:00:00,PM2.5,22.42181845494992
2023-05-15 03:00:00,PM2.5,23.511883392125565
2023-05-15 11:00:00,NO2,46.158433482554095
2023-05-15 16:00:00,PM2.5,38.30862518753469
2023-05-15 19:00:00,PM10,30.274963147130777
2023-05-16 12:00:00,PM2.5,33.23098960556731
2023-05-16 20:00:00,PM2.5,90.71192087401568
2023-05-17 00:00:00,O3,58.16194005595622
2023-05-17 12:00:00,NO2,24.45695822734371
2023-05-17 13:00:00,PM10,42.43442696324171
2023-05-18 19:00:00,SO2,25.63407239623333
2023-05-19 02:00:00,NO2,27.76810890436308
2023-05-19 06:00:00,NO2,43.78800381769491
2023-05-19 07:00:00,PM10,73.2346602443657
2023-05-19 19:00:00,PM10,94.04202564321459
2023-05-20 05:00:00,PM10,31.12629620683383
2023-05-20 15:00:00,SO2,9.378521184420494
2023-05-20 17:00:00,O3,27.048675322938138
2023-05-21 04:00:00,O3,11.658252604426087
2023-05-22 01:00:00,PM10,60.21531218673921
2023-05-22 11:00:00,NO2,22.492211822462984
2023-05-22 20:00:00,O3,31.308783028806392
2023-05-23 06:00:00,O3,64.36216040533648
2023-05-23 08:00:00,NO2,29.65729694205585
2023-05-23 11:00:00,PM10,36.47877062292605
2023-05-24 05:00:00,SO2,22.277656135400576
2023-05-24 05:00:00,NO2,30.392151244672544
2023-05-24 09:00:00,O3,17.671939934226252
2023-05-25 14:00:00,O3,30.640487776136453
2023-05-25 20:00:00,O3,19.163661005908047
2023-05-26 05:00:00,SO2,18.353011362053962
2023-05-26 11:00:00,PM2.5,92.10521577266837
2023-05-26 23:00:00,PM2.5,82.37347362530275
2023-05-27 00:00:00,O3,59.956614395005566
2023-05-27 12:00:00,CO,1.1623675438568055
2023-05-27 21:00:00,PM10,40.07252572972506
2023-05-28 09:00:00,PM2.5,15.283246024045685
2023-05-28 10:00:00,PM10,91.54007083318362
2023-05-28 13:00:00,SO2,13.080624327864376
2023-05-29 10:00:00,PM10,77.17221311191983
2023-05-29 13:00:00,O3,15.818426982359842
2023-05-29 13:00:00,O3,44.433908564471345
2023-05-29 17:00:00,PM10,69.01187211750465
2023-05-29 22:00:00,PM10,27.213444318762626
2023-05-29 22:00:00,NO2,32.34019370717918
2023-05-30 05:00:00,O3,17.26708120062832
2023-05-30 09:00:00,NO2,7.701671536829238
2023-05-30 15:00:00,PM2.5,32.24966570307099
2023-05-31 23:00:00,SO2,27.549439574451764
2023-06-01 04:00:00,PM10,21.16348050421717
2023-06-01 12:00:00,PM10,126.69683014281586
2023-06-02 00:00:00,CO,1.11721616451563
2023-06-02 01:00:00,NO2,29.521184413794156
2023-06-02 03:00:00,PM10,42.405119134063106
2023-06-02 05:00:00,O3,25.324000817292003
2023-06-03 07:00:00,NO2,49.224276179147196
2023-06-03 12:00:00,PM10,130.54670338956674
2023-06-03 12:00:00,PM10,99.03448113642726
2023-06-03 18:00:00,PM10,145.23786763852283
2023-06-04 02:00:00,PM2.5,24.354875182256166
2023-06-04 05:00:00,PM2.5,70.14354542974624
2023-06-05 02:00:00,O3,49.16405211824402
2023-06-05 09:00:00,O3,41.331899568408446
2023-06-05 11:00:00,NO2,21.825254893002747
2023-06-05 14:00:00,O3,11.615492132355069
2023-06-05 15:00:00,SO2,29.229220694472332
2023-06-06 01:00:00,PM2.5,46.308322422860485
2023-06-06 03:00:00,PM2.5,35.27680828925142
2023-06-06 03:00:00,PM2.5,95.54074821803967
2023-06-06 06:00:00,O3,60.89422266053817
2023-06-06 22:00:00,O3,56.49821120534969
2023-06-07 00:00:00,NO2,38.205528211831194
2023-06-07 08:00:00,NO2,43.7661624588962
2023-06-07 09:00:00,PM2.5,21.143737563698625
2023-06-07 15:00:00,PM2.5,41.008374057275795
2023-06-08 02:00:00,NO2,39.648881139671964
2023-06-08 08:00:00,PM10,70.77154312983757
2023-06-08 13:00:00,O3,56.857228499910036
2023-06-08 14:00:00,PM2.5,28.022258644568854
2023-06-08 17:00:00,CO,1.4834094140274905
2023-06-08 22:00:00,O3,34.19433485359286
2023-06-09 06:00:00,O3,19.392422990236728
2023-06-09 11:00:00,PM2.5,23.233771544353907
2023-06-09 17:00:00,PM10,30.282063057558457
2023-06-10 21:00:00,SO2,18.535290270768467
2023-06-11 06:00:00,NO2,15.70212550773208
2023-06-11 16:00:00,PM10,79.50174949348133
2023-06-11 16:00:00,NO2,47.207623780685715
2023-06-12 08:00:00,O3,53.85923742797192
2023-06-12 16:00:00,O3,30.550460277728586
2023-06-12 20:00:00,PM10,143.1225186197109
2023-06-13 06:00:00,PM2.5,44.27056639914016
2023-06-13 08:00:00,SO2,18.626598768469957
2023-06-14 04:00:00,PM10,95.1863223167061
2023-06-14 07:00:00,SO2,12.787161025739094
2023-06-14 22:00:00,SO2,25.702607855690125
2023-06-16 12:00:00,NO2,5.909221172778992
2023-06-16 22:00:00,PM10,136.37667241348697
2023-06-17 01:00:00,O3,38.62365635527711
2023-06-18 00:00:00,SO2,8.00034823735049
2023-06-18 00:00:00,NO2,25.981315697493443
2023-06-18 09:00:00,SO2,17.316259627091156
2023-06-18 11:00:00,PM10,49.53289697487061
2023-06-18 16:00:00,PM2.5,53.646821649181405
2023-06-19 11:00:00,SO2,25.015056309130113
2023-06-20 13:00:00,SO2,20.724356799784704
2023-06-20 18:00:00,NO2,27.418512711807356
2023-06-20 19:00:00,NO2,8.933613294353083
2023-06-21 02:00:00,PM2.5,55.427724784323985
2023-06-21 15:00:00,SO2,15.098575322314792
2023-06-21 20:00:00,PM10,42.09378032059226
2023-06-22 02:00:00,PM2.5,88.5792614759465
2023-06-22 06:00:00,O3,50.10554214169145
2023-06-22 15:00:00,SO2,28.4204937439998
2023-06-22 17:00:00,CO,1.3889286843308892
2023-06-23 00:00:00,PM2.5,29.6949239000228
2023-06-23 08:00:00,PM2.5,17.510335884898872
2023-06-23 18:00:00,PM10,144.1018953633164
2023-06-23 23:00:00,CO,1.200375081228895
2023-06-24 01:00:00,PM10,120.21877660038355
2023-06-24 01:00:00,PM10,127.81311815191695
2023-06-24 10:00:00,PM10,37.258717574464974
2023-06-24 13:00:00,NO2,8.509791894166842
2023-06-24 18:00:00,PM2.5,26.715007045188912
2023-06-25 08:00:00,PM2.5,54.18145642959783
2023-06-25 16:00:00,CO,0.48259770511261935
2023-06-25 19:00:00,PM2.5,83.37161442081133
2023-06-25 22:00:00,PM2.5,81.94830732313059
2023-06-26 07:00:00,PM2.5,83.36881566051498
2023-06-26 09:00:00,PM10,112.28262025647494
2023-06-27 02:00:00,CO,0.1600216814133979
2023-06-27 17:00:00,CO,1.6013972435076953
2023-06-27 17:00:00,PM10,85.37342005676952
2023-06-28 03:00:00,CO,0.951456095753068
2023-06-28 15:00:00,PM2.5,45.9558565766417
2023-06-28 16:00:00,PM2.5,19.75560065535378
2023-06-28 20:00:00,PM10,46.85013400919702
2023-06-30 05:00:00,PM2.5,32.20582815336303
2023-06-30 05:00:00,O3,11.14790044229773
2023-06-30 19:00:00,O3,61.84190405682458
2023-06-30 19:00:00,CO,0.7239105013377795
2023-07-01 04:00:00,NO2,10.775307027449632
2023-07-01 09:00:00,O3,37.413925796139736
2023-07-01 14:00:00,SO2,17.777537291113735
2023-07-01 14:00:00,PM10,127.7019268448328
2023-07-03 00:00:00,O3,41.87116638575025
2023-07-03 08:00:00,O3,40.295284019304404
2023-07-04 02:00:00,PM10,111.28399140318857
2023-07-04 05:00:00,SO2,17.404437268162688
2023-07-04 08:00:00,SO2,6.011082714411103
2023-07-05 01:00:00,PM2.5,21.671221434065743
2023-07-05 02:00:00,O3,29.493673631367024
2023-07-05 05:00:00,CO,1.6432047468722595
2023-07-05 17:00:00,PM2.5,55.64505205474691
2023-07-05 22:00:00,PM10,62.694137874551
2023-07-06 01:00:00,PM2.5,49.30353546021206
2023-07-07 11:00:00,NO2,11.512372341721006
2023-07-07 11:00:00,O3,22.3923732605179
2023-07-07 12:00:00,SO2,22.63559233106296
2023-07-07 20:00:00,O3,11.728674350223304
2023-07-08 11:00:00,CO,1.4297732567682544
2023-07-08 19:00:00,PM2.5,59.405474040726254
2023-07-10 03:00:00,PM2.5,65.85692625835651
2023-07-10 07:00:00,SO2,11.252244295182106
2023-07-10 17:00:00,PM2.5,16.366385014208674
2023-07-11 02:00:00,NO2,45.12096486368464
2023-07-12 06:00:00,O3,35.012800473256135
2023-07-13 07:00:00,PM2.5,63.772287344993444
2023-07-14 09:00:00,SO2,28.09615594343417
2023-07-14 16:00:00,NO2,37.92107884788793
